latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
47.62075,35.71787,344.94,0.52,0.5,2023-02-24,1106,N,VIIRS,n,2.0NRT,269.52,7.75,D
47.62539,35.71723,346.47,0.52,0.5,2023-02-24,1106,N,VIIRS,n,2.0NRT,270.09,10.37,D
47.62121,35.72485,342.11,0.52,0.5,2023-02-24,1106,N,VIIRS,n,2.0NRT,270.35,7.75,D
48.35887,26.45906,333.73,0.39,0.36,2023-02-24,1106,N,VIIRS,n,2.0NRT,287.93,20.62,D
48.35557,26.46012,334.18,0.39,0.36,2023-02-24,1106,N,VIIRS,n,2.0NRT,274.25,20.62,D
48.35813,26.45385,336.96,0.39,0.36,2023-02-24,1106,N,VIIRS,n,2.0NRT,274.08,20.62,D
50.54358,26.26299,301.2,0.47,0.4,2023-02-28,0005,N,VIIRS,n,2.0NRT,269.88,0.9,N
46.31718,31.98799,336.38,0.34,0.56,2023-02-28,0949,N,VIIRS,n,2.0NRT,282.5,4.52,D
46.31256,31.98202,331.66,0.33,0.56,2023-02-28,1132,N,VIIRS,n,2.0NRT,280.16,3.02,D
47.63041,34.32697,342.09,0.44,0.62,2023-02-28,1132,N,VIIRS,n,2.0NRT,282.56,4.5,D
48.51947,34.63032,302.04,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,272.69,0.81,N
48.58626,37.99412,301.6,0.41,0.37,2023-02-28,2345,N,VIIRS,n,2.0NRT,270,0.7,N
48.47119,34.63015,307.65,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,271.57,1.73,N
47.8701,35.16238,299.64,0.38,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,271.16,0.74,N
47.86517,35.14994,308.83,0.38,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,274.25,1.71,N
47.85945,35.14257,296.8,0.38,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,271.49,1.39,N
48.05918,37.9553,304.16,0.41,0.37,2023-02-28,2345,N,VIIRS,n,2.0NRT,270.23,1.14,N
47.87494,33.41191,297.38,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,271.93,0.74,N
47.87419,33.41714,297.5,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,272.65,0.74,N
47.86971,33.44848,305.51,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,273.5,1.05,N
47.17182,31.75485,296.64,0.42,0.37,2023-02-28,2345,N,VIIRS,n,2.0NRT,270.41,0.66,N
50.54195,26.2603,301.68,0.48,0.48,2023-02-28,2345,N,VIIRS,n,2.0NRT,270.4,1.81,N
48.53387,34.64217,317.63,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,274.21,1.92,N
48.52496,34.65542,301.41,0.39,0.36,2023-02-28,2345,N,VIIRS,n,2.0NRT,271.34,1.11,N
50.54102,26.25935,298.66,0.37,0.58,2023-03-01,0126,N,VIIRS,n,2.0NRT,268.56,0.91,N
47.66088,36.30635,328.5,0.33,0.55,2023-03-01,0932,N,VIIRS,n,2.0NRT,278.89,3.52,D
47.66207,36.31056,357.1,0.33,0.55,2023-03-01,0932,N,VIIRS,l,2.0NRT,281.77,3.52,D
47.66569,36.30359,367,0.33,0.55,2023-03-01,0932,N,VIIRS,h,2.0NRT,293.48,22.58,D
45.5179,29.58746,351.38,0.73,0.76,2023-03-01,0932,N,VIIRS,n,2.0NRT,281.8,11.09,D
47.57442,35.85902,327.17,0.34,0.56,2023-03-01,0932,N,VIIRS,n,2.0NRT,281.34,2.83,D
45.52287,29.58458,325.52,0.73,0.76,2023-03-01,0932,N,VIIRS,n,2.0NRT,280.22,9.54,D
45.47027,29.30383,344.61,0.46,0.39,2023-03-01,1112,N,VIIRS,n,2.0NRT,276.79,15.55,D
45.51734,29.58948,345.97,0.47,0.4,2023-03-01,1112,N,VIIRS,n,2.0NRT,280.1,8.42,D
45.52032,29.58257,347.17,0.47,0.4,2023-03-01,1112,N,VIIRS,n,2.0NRT,281.14,11.74,D
46.30196,33.2926,338.36,0.46,0.47,2023-03-01,1112,N,VIIRS,n,2.0NRT,287,4.28,D
46.41436,33.49662,326.11,0.47,0.48,2023-03-01,1112,N,VIIRS,n,2.0NRT,285.16,4.54,D
46.82326,32.19198,326.05,0.42,0.45,2023-03-01,1112,N,VIIRS,n,2.0NRT,285.94,4.11,D
46.8228,32.18646,338.03,0.42,0.45,2023-03-01,1112,N,VIIRS,n,2.0NRT,286.98,3.71,D
46.83476,32.0785,341.52,0.41,0.45,2023-03-01,1112,N,VIIRS,n,2.0NRT,288.7,7.34,D
47.46326,38.17177,351.62,0.4,0.6,2023-03-01,1112,N,VIIRS,n,2.0NRT,282.11,4.95,D
47.21679,30.81343,328.44,0.55,0.43,2023-03-01,1112,N,VIIRS,n,2.0NRT,283.98,3.74,D
48.11951,22.66482,335.6,0.39,0.36,2023-03-01,1112,N,VIIRS,n,2.0NRT,285.79,3.61,D
48.12036,22.66996,356.75,0.39,0.36,2023-03-01,1112,N,VIIRS,l,2.0NRT,286.72,3.61,D
48.48032,38.77485,304.9,0.39,0.36,2023-03-01,2326,N,VIIRS,n,2.0NRT,268.34,0.91,N
48.46533,38.75896,307.99,0.39,0.36,2023-03-01,2326,N,VIIRS,n,2.0NRT,272.72,1.77,N
48.4613,38.77753,321.06,0.39,0.36,2023-03-01,2326,N,VIIRS,n,2.0NRT,269.85,2.25,N
48.46436,38.75666,301.85,0.39,0.36,2023-03-01,2326,N,VIIRS,n,2.0NRT,271.77,1.39,N
48.53221,34.64164,327.03,0.49,0.4,2023-03-01,2326,N,VIIRS,n,2.0NRT,273.18,4.53,N
48.51812,34.63132,296.82,0.49,0.4,2023-03-01,2326,N,VIIRS,n,2.0NRT,271.67,1.01,N
48.97627,24.70707,302.54,0.44,0.62,2023-03-01,2326,N,VIIRS,n,2.0NRT,272.43,1.14,N
48.97816,24.7088,296.64,0.44,0.62,2023-03-01,2326,N,VIIRS,n,2.0NRT,270.85,1.46,N
47.85988,35.14199,297.79,0.46,0.39,2023-03-01,2326,N,VIIRS,n,2.0NRT,273.09,1.08,N
46.78078,36.48108,347.7,0.54,0.68,2023-03-02,0913,N,VIIRS,n,2.0NRT,285.35,5.49,D
47.55968,35.82729,331.63,0.54,0.68,2023-03-02,0913,N,VIIRS,n,2.0NRT,279.95,5.58,D
47.56177,35.82359,340.3,0.54,0.68,2023-03-02,0913,N,VIIRS,n,2.0NRT,281.58,5.52,D
47.26116,33.14618,328.98,0.71,0.75,2023-03-02,0913,N,VIIRS,n,2.0NRT,282.8,4.12,D
48.02642,33.79431,338.31,0.63,0.72,2023-03-02,0913,N,VIIRS,n,2.0NRT,279.01,5.48,D
49.77118,31.75739,326.75,0.65,0.73,2023-03-02,0913,N,VIIRS,n,2.0NRT,276.2,6.13,D
46.40909,32.7257,343.48,0.43,0.38,2023-03-02,1051,N,VIIRS,n,2.0NRT,288.81,6.05,D
45.25957,35.63297,328.06,0.53,0.42,2023-03-02,1051,N,VIIRS,n,2.0NRT,286.28,2.87,D
45.41468,29.10613,325.75,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,290.84,0.98,D
45.49029,29.54692,333.42,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,282.86,26.46,D
45.48954,29.54205,337.89,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,302.4,26.46,D
45.49356,29.5459,331.81,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,286.39,6.4,D
45.46344,29.35119,337.18,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,292.76,4.61,D
45.49431,29.55077,357.22,0.38,0.36,2023-03-02,1051,N,VIIRS,l,2.0NRT,286.95,14.04,D
45.49759,29.54975,353.3,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,285.04,14.04,D
45.49684,29.54488,327.29,0.38,0.36,2023-03-02,1051,N,VIIRS,n,2.0NRT,279.22,6.4,D
46.50754,33.44622,332.73,0.45,0.39,2023-03-02,1051,N,VIIRS,n,2.0NRT,285.7,3.62,D
46.51113,33.44534,334.22,0.45,0.39,2023-03-02,1051,N,VIIRS,n,2.0NRT,281.62,3.62,D
46.91776,36.02752,328.41,0.57,0.43,2023-03-02,1051,N,VIIRS,n,2.0NRT,285.94,22.15,D
46.92176,36.02674,326.74,0.57,0.43,2023-03-02,1051,N,VIIRS,n,2.0NRT,288.09,22.15,D
47.06853,36.97818,328.73,0.42,0.45,2023-03-02,1051,N,VIIRS,n,2.0NRT,284.33,2.52,D
49.76923,31.75734,344.71,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,284.41,14.06,D
49.49106,23.48958,326.08,0.44,0.39,2023-03-02,1053,N,VIIRS,n,2.0NRT,283.09,3.01,D
50.58349,31.20107,326.51,0.43,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,282.9,2.21,D
49.49223,23.49556,335.64,0.44,0.39,2023-03-02,1053,N,VIIRS,n,2.0NRT,283.19,3.01,D
46.75293,33.20049,332.44,0.45,0.39,2023-03-02,1053,N,VIIRS,n,2.0NRT,286.51,3.83,D
47.04219,35.45343,332.48,0.54,0.42,2023-03-02,1053,N,VIIRS,n,2.0NRT,285.05,11.54,D
47.0461,35.45264,347.31,0.54,0.42,2023-03-02,1053,N,VIIRS,n,2.0NRT,288.52,11.54,D
47.04556,35.45335,345.6,0.54,0.42,2023-03-02,1053,N,VIIRS,n,2.0NRT,288.99,18.12,D
46.98405,32.70071,331.04,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,291.5,10.39,D
46.98756,32.6998,344.43,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,289.29,6.6,D
46.99527,32.70374,330,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,286.56,30.88,D
46.99809,32.6971,344.32,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,287.46,50.35,D
47.00159,32.6962,331.36,0.44,0.38,2023-03-02,1053,N,VIIRS,n,2.0NRT,285.89,2.55,D
47.23423,34.53271,334.44,0.5,0.41,2023-03-02,1053,N,VIIRS,n,2.0NRT,288.02,3.53,D
47.55952,35.83289,343.1,0.57,0.43,2023-03-02,1053,N,VIIRS,n,2.0NRT,283.18,22.01,D
47.12573,30.89368,326.54,0.4,0.37,2023-03-02,1053,N,VIIRS,n,2.0NRT,287.55,1.39,D
47.68833,34.74982,328.29,0.52,0.41,2023-03-02,1053,N,VIIRS,n,2.0NRT,284.67,4.67,D
47.69215,34.749,337.65,0.52,0.41,2023-03-02,1053,N,VIIRS,n,2.0NRT,284.45,4.67,D
47.73074,34.89765,337.81,0.53,0.42,2023-03-02,1053,N,VIIRS,n,2.0NRT,282.54,4.73,D
47.73126,34.89648,333.74,0.53,0.42,2023-03-02,1053,N,VIIRS,n,2.0NRT,282.81,4.83,D
47.82074,35.63927,343.61,0.56,0.43,2023-03-02,1053,N,VIIRS,n,2.0NRT,285.97,20.44,D
47.24924,30.41894,330.68,0.39,0.36,2023-03-02,1053,N,VIIRS,n,2.0NRT,292.84,5.66,D
47.44652,30.57734,325.94,0.4,0.37,2023-03-02,1053,N,VIIRS,n,2.0NRT,289.18,1.25,D
47.87094,33.44751,329.36,0.47,0.4,2023-03-02,1053,N,VIIRS,n,2.0NRT,288.59,28.8,D
47.73798,30.46278,344.72,0.4,0.37,2023-03-02,1053,N,VIIRS,n,2.0NRT,290.21,6.23,D
48.51857,34.62556,295.75,0.51,0.49,2023-03-02,2307,N,VIIRS,n,2.0NRT,270.92,2.29,N
48.53601,34.6424,307.27,0.51,0.49,2023-03-02,2307,N,VIIRS,n,2.0NRT,273.3,1.78,N
48.53141,34.64177,306.43,0.51,0.49,2023-03-02,2307,N,VIIRS,n,2.0NRT,270.82,2.44,N
48.5195,34.62651,305.95,0.51,0.49,2023-03-02,2307,N,VIIRS,n,2.0NRT,272.21,1.68,N
48.47303,34.62786,298.47,0.51,0.49,2023-03-02,2307,N,VIIRS,n,2.0NRT,271.9,1.33,N
47.87263,33.44361,306.36,0.57,0.52,2023-03-02,2307,N,VIIRS,n,2.0NRT,271.88,1.93,N
47.86825,33.43515,297.74,0.57,0.52,2023-03-02,2307,N,VIIRS,n,2.0NRT,270.27,2.2,N
47.8678,33.44299,295.74,0.57,0.52,2023-03-02,2307,N,VIIRS,n,2.0NRT,270.21,1.66,N
45.48653,29.5383,295.68,0.42,0.61,2023-03-02,2307,N,VIIRS,n,2.0NRT,269.54,1.14,N
45.48081,29.53788,367,0.42,0.61,2023-03-02,2307,N,VIIRS,h,2.0NRT,272.66,12.53,N
45.48063,29.5434,353.27,0.42,0.61,2023-03-02,2307,N,VIIRS,n,2.0NRT,269.37,12.53,N
45.47913,29.58738,367,0.42,0.61,2023-03-02,2307,N,VIIRS,h,2.0NRT,270.22,12.36,N
45.47894,29.59284,335.27,0.41,0.61,2023-03-02,2307,N,VIIRS,n,2.0NRT,269.35,5.88,N
45.481,29.53238,298.96,0.42,0.61,2023-03-02,2307,N,VIIRS,n,2.0NRT,269.37,7.68,N
48.9767,24.70998,301.67,0.47,0.39,2023-03-03,0047,N,VIIRS,n,2.0NRT,272.41,1.1,N
48.53104,34.64207,300.1,0.39,0.59,2023-03-03,0047,N,VIIRS,n,2.0NRT,267.85,1.18,N
48.52797,34.65196,302.24,0.39,0.59,2023-03-03,0047,N,VIIRS,n,2.0NRT,269.57,1.22,N
45.47996,29.5948,342.67,0.59,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,273.6,12.57,N
45.48145,29.59475,349.41,0.59,0.53,2023-03-03,0049,N,VIIRS,n,2.0NRT,272.35,10.75,N
45.48335,29.58756,301.19,0.59,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,268.88,3.58,N
45.47876,29.58507,336.85,0.59,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,268.2,8.47,N
45.47686,29.59226,338.96,0.59,0.53,2023-03-03,0049,N,VIIRS,n,2.0NRT,268.33,7.88,N
45.48363,29.54678,343.89,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,280.26,146.13,N
45.4874,29.53251,296.7,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,269.18,1.62,N
45.48551,29.53965,299.74,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,270.03,1.62,N
45.48093,29.53717,325.68,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,270.43,2.38,N
45.47905,29.54432,347.53,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,272.47,154.52,N
45.47636,29.53469,297.16,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,270.85,2.38,N
45.48282,29.53003,297.11,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,268.53,2.38,N
44.77105,33.85941,296.99,0.48,0.64,2023-03-03,0049,N,VIIRS,n,2.0NRT,270.42,0.64,N
45.4819,29.58762,339.37,0.58,0.52,2023-03-03,0049,N,VIIRS,n,2.0NRT,270.39,12.57,N
47.81647,37.87354,327.51,0.68,0.74,2023-03-03,0854,N,VIIRS,n,2.0NRT,281.59,2.98,D
48.05718,37.70197,339.02,0.68,0.74,2023-03-03,0854,N,VIIRS,n,2.0NRT,275.76,4.93,D
48.056,37.70301,338.01,0.68,0.74,2023-03-03,0854,N,VIIRS,n,2.0NRT,278.61,5.01,D
47.81669,37.87835,325.49,0.68,0.74,2023-03-03,0854,N,VIIRS,n,2.0NRT,280.74,3.48,D
47.01686,30.13281,341.98,0.43,0.38,2023-03-03,1034,N,VIIRS,n,2.0NRT,290.17,3.97,D
47.25562,35.9381,330.32,0.4,0.37,2023-03-03,1034,N,VIIRS,n,2.0NRT,289.78,43.15,D
47.44636,36.43662,342.17,0.41,0.37,2023-03-03,1034,N,VIIRS,n,2.0NRT,286.08,5.93,D
46.9334,32.71622,341.42,0.39,0.36,2023-03-03,1034,N,VIIRS,n,2.0NRT,278.12,27.97,D
48.24308,39.72556,325.4,0.54,0.42,2023-03-03,1034,N,VIIRS,n,2.0NRT,281.3,4.16,D
46.41896,32.7271,333.02,0.39,0.36,2023-03-03,1034,N,VIIRS,n,2.0NRT,279.17,4.64,D
46.17714,30.33619,321.01,0.65,0.73,2023-03-03,2250,N,VIIRS,n,2.0NRT,272.16,5.86,N
46.17715,30.34483,334.51,0.65,0.73,2023-03-03,2250,N,VIIRS,n,2.0NRT,272.45,5.86,N
46.18418,30.34153,295.36,0.65,0.73,2023-03-03,2250,N,VIIRS,n,2.0NRT,270.64,3.87,N
46.17733,30.34155,352.7,0.65,0.73,2023-03-03,2250,N,VIIRS,n,2.0NRT,274.51,3.87,N
45.46689,29.56343,297.72,0.55,0.42,2023-03-04,0030,N,VIIRS,n,2.0NRT,253.13,0.75,N
45.47525,29.56035,301.74,0.55,0.42,2023-03-04,0030,N,VIIRS,n,2.0NRT,257.84,0.97,N
45.47214,29.55831,299.18,0.55,0.42,2023-03-04,0030,N,VIIRS,n,2.0NRT,255.74,2.58,N
45.47066,29.5651,306.22,0.55,0.42,2023-03-04,0030,N,VIIRS,n,2.0NRT,254.93,1.1,N
45.43709,34.94241,329.37,0.45,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,291.64,3.82,D
45.82672,34.64868,329.64,0.45,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,288.31,1.42,D
45.88172,33.72346,329.35,0.48,0.4,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.43,1.97,D
47.02031,37.37946,342.36,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,286.93,3.51,D
45.46408,29.58101,355.7,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,291.14,11.86,D
45.46834,29.57893,355.52,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,291.14,10.04,D
45.47405,29.5828,339.55,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,290.38,10.04,D
45.4726,29.57685,337,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.64,10.04,D
45.47831,29.58071,346.44,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,290.84,14.41,D
45.47685,29.57476,337.64,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.93,14.41,D
45.47528,29.54879,340.42,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,289.25,7.55,D
47.07364,37.40876,325.38,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,286.38,2.9,D
45.48234,29.53862,354.33,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,291.65,13.06,D
45.48088,29.53264,330.93,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,286.36,13.06,D
45.48223,29.51857,327.38,0.49,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,290.82,7.11,D
45.50247,29.58216,336.9,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.94,4.73,D
45.50672,29.58007,338.04,0.48,0.48,2023-03-04,1017,N,VIIRS,n,2.0NRT,282.53,3.41,D
46.81461,35.78963,330.47,0.41,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,289.46,1.85,D
46.84924,35.39178,336.44,0.42,0.38,2023-03-04,1017,N,VIIRS,n,2.0NRT,291.31,6.67,D
46.85262,35.39051,326.32,0.42,0.38,2023-03-04,1017,N,VIIRS,n,2.0NRT,286.06,6.67,D
47.15357,37.01918,328.21,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.86,6.12,D
47.15272,37.01409,325.52,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.98,6.12,D
47.00694,35.47289,329.13,0.41,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,289.22,2.53,D
47.00842,35.46965,329.37,0.41,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.48,2.76,D
47.78392,38.20495,345.46,0.38,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.88,6.1,D
47.54616,36.19702,353.93,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,288.15,13.64,D
47.5396,36.07729,327.51,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.86,2.25,D
46.77941,32.06608,333.73,0.53,0.42,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.11,3.66,D
46.77996,32.0659,332.88,0.53,0.42,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.08,5.18,D
47.17297,33.73564,326.39,0.46,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.74,2.49,D
46.95823,32.65731,332.09,0.5,0.41,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.08,3.44,D
48.19756,39.81258,333.43,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,281.96,3.66,D
48.05116,38.73783,329.63,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.71,8.39,D
48.0504,38.7327,338.1,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,286.99,8.39,D
47.68242,36.4146,330.82,0.39,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.25,2.28,D
47.78773,37.02468,340.09,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.35,3.97,D
46.94818,32.51343,330.36,0.51,0.41,2023-03-04,1017,N,VIIRS,n,2.0NRT,288.6,24.63,D
46.94683,32.50692,342.99,0.51,0.41,2023-03-04,1017,N,VIIRS,n,2.0NRT,298.89,24.63,D
46.95049,32.50529,342.4,0.51,0.41,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.1,7.56,D
47.73319,36.54932,331.42,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.82,4.73,D
47.60065,35.77753,327.29,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.81,4.32,D
47.59599,35.75098,327.39,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,282.5,1.49,D
47.73561,36.54294,332.7,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.88,2.38,D
47.11323,33.16531,326.46,0.48,0.4,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.46,2.49,D
47.60079,35.73782,329.18,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.58,2.68,D
47.59986,35.73255,328.78,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.29,2.68,D
47.60412,35.73653,328.72,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.74,2.68,D
47.60319,35.73125,332.2,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,282.39,2.68,D
47.6038,35.73433,337.77,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.83,5.89,D
47.60619,35.72775,330.26,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,281.58,2.69,D
48.23727,39.44049,330.64,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,283.49,3.62,D
48.18039,39.01727,335.09,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,281.33,2.97,D
47.29739,33.72599,339.08,0.46,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,295.71,30.07,D
47.30204,33.73039,338.1,0.46,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.34,11.52,D
47.30089,33.72449,336.27,0.46,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.97,6.01,D
47.96774,37.43797,326.16,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.35,1.86,D
48.14266,38.16993,329.35,0.38,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,284.96,2.44,D
47.81195,35.62623,329.07,0.4,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.36,3.57,D
48.28389,38.49663,328.97,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,279.92,1.35,D
48.47946,39.24891,328.43,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.1,3.06,D
48.48128,39.23733,334.57,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,279.13,2.61,D
47.87948,35.19083,331.94,0.41,0.37,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.11,3.39,D
48.46495,38.75432,326.98,0.39,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.3,2.11,D
48.56592,37.99318,338.6,0.38,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,279.01,4.96,D
48.5976,38.02021,338.81,0.38,0.36,2023-03-04,1017,N,VIIRS,n,2.0NRT,279.68,4.95,D
47.70884,30.9549,338.37,0.56,0.43,2023-03-04,1017,N,VIIRS,n,2.0NRT,287.54,6.21,D
47.70944,30.93859,329.55,0.56,0.43,2023-03-04,1017,N,VIIRS,n,2.0NRT,285.85,5.21,D
48.36408,32.88976,349.73,0.47,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,280.98,8.95,D
48.3676,32.88815,335.84,0.47,0.39,2023-03-04,1017,N,VIIRS,n,2.0NRT,272.19,8.95,D
47.78069,29.88335,339.17,0.41,0.45,2023-03-04,1017,N,VIIRS,n,2.0NRT,276.86,4.82,D
48.46788,30.54805,329.63,0.56,0.43,2023-03-04,1017,N,VIIRS,n,2.0NRT,272.47,6.56,D
48.46603,30.54835,329.07,0.56,0.43,2023-03-04,1017,N,VIIRS,n,2.0NRT,271.67,4.9,D
49.20972,24.19449,330.47,0.32,0.55,2023-03-04,1017,N,VIIRS,n,2.0NRT,281.88,1.78,D
49.64634,23.8705,331.02,0.32,0.55,2023-03-04,1017,N,VIIRS,n,2.0NRT,279.28,1.85,D
45.43389,29.17532,331.14,0.49,0.65,2023-03-04,1155,N,VIIRS,n,2.0NRT,290.88,2.52,D
45.44547,29.14261,330.78,0.49,0.65,2023-03-04,1155,N,VIIRS,n,2.0NRT,289.12,2.71,D
45.46579,29.57994,348.7,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,288.06,6.61,D
45.47202,29.57979,352.42,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,286.42,7.91,D
45.48388,29.54556,334.62,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,283.8,4.69,D
45.48376,29.5388,343.4,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,285.74,4.69,D
45.48154,29.53703,333.03,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,285.86,7.39,D
45.48163,29.54381,356.36,0.51,0.66,2023-03-04,1155,N,VIIRS,l,2.0NRT,287.69,11.7,D
45.50083,29.58412,329,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,281.23,6.68,D
45.50074,29.57733,356.73,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,287.41,8.67,D
45.53728,29.52206,329.64,0.51,0.66,2023-03-04,1155,N,VIIRS,n,2.0NRT,290.02,3.71,D
46.12341,33.34268,343.01,0.77,0.78,2023-03-04,1155,N,VIIRS,n,2.0NRT,281.33,6.98,D
47.06215,33.07602,367,0.75,0.77,2023-03-04,1155,N,VIIRS,h,2.0NRT,291.62,44.12,D
47.06232,33.06553,345.66,0.75,0.77,2023-03-04,1155,N,VIIRS,n,2.0NRT,284.78,18.87,D
47.06294,33.07604,367,0.76,0.77,2023-03-04,1155,N,VIIRS,h,2.0NRT,291.65,24.24,D
