latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
47.86848,35.16138,311.08,0.4,0.44,2023-08-14,2314,N,VIIRS,n,2.0NRT,292.55,1.29,N
47.86534,35.14984,308.08,0.4,0.44,2023-08-14,2314,N,VIIRS,n,2.0NRT,294.61,1.78,N
47.87852,33.40956,311.97,0.47,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,291.07,2.1,N
47.86954,33.43476,306.67,0.47,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.66,1.1,N
47.86512,33.43403,306.95,0.47,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.43,1.09,N
47.23915,38.15358,308.42,0.45,0.39,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.47,1.06,N
47.82964,30.2336,297.46,0.33,0.55,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.37,0.43,N
47.30574,36.81966,299.76,0.5,0.41,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.12,0.92,N
47.76067,30.02367,302.37,0.34,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.73,0.45,N
47.76021,30.02459,305.39,0.34,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.44,0.55,N
47.24144,36.55505,299.86,0.51,0.41,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.4,0.79,N
47.22473,36.64128,316.37,0.51,0.41,2023-08-14,2314,N,VIIRS,n,2.0NRT,286.59,1.4,N
47.6635,29.95891,298.41,0.34,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.71,0.4,N
47.65913,29.58821,306.28,0.35,0.57,2023-08-14,2314,N,VIIRS,n,2.0NRT,285.39,0.66,N
47.62177,29.96295,307.41,0.34,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,286.94,1,N
47.62158,29.96722,303.35,0.34,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,286.86,0.55,N
47.12506,36.38164,300.2,0.52,0.42,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.3,1.03,N
46.98488,36.5528,307.9,0.51,0.41,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.92,0.98,N
47.05972,34.26386,300.04,0.42,0.46,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.97,0.31,N
46.8099,36.16988,304.63,0.53,0.42,2023-08-14,2314,N,VIIRS,n,2.0NRT,290.79,0.96,N
47.05171,32.53037,304.61,0.51,0.49,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.88,1.13,N
47.05125,32.53717,309.53,0.51,0.49,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.67,1.13,N
46.87917,34.68369,303.26,0.41,0.45,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.66,0.62,N
46.62442,32.96374,317.58,0.48,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,292.56,2.52,N
46.62394,32.97009,302.67,0.48,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,292,1.95,N
46.61995,32.96302,317.87,0.48,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,292.83,2.97,N
46.55759,33.4859,310.14,0.45,0.47,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.48,1.18,N
46.53965,33.71172,302.05,0.44,0.46,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.91,0.83,N
46.60653,32.64562,304.93,0.5,0.49,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.67,0.94,N
46.10593,33.44986,302.32,0.45,0.47,2023-08-14,2314,N,VIIRS,n,2.0NRT,290.15,0.51,N
46.28347,29.89915,303.76,0.33,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.83,0.73,N
46.27806,29.90305,302.35,0.33,0.56,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.86,0.73,N
45.43691,36.37014,309.42,0.5,0.41,2023-08-14,2314,N,VIIRS,n,2.0NRT,294.11,1.07,N
44.7729,33.8625,301.88,0.42,0.45,2023-08-14,2314,N,VIIRS,n,2.0NRT,291.4,0.83,N
44.77263,33.85974,303.23,0.42,0.45,2023-08-14,2314,N,VIIRS,n,2.0NRT,291.64,0.9,N
51.61748,34.02929,298.74,0.48,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,286.86,0.97,N
50.43198,33.10109,298.28,0.52,0.5,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.6,0.71,N
50.54214,26.25621,299.36,0.52,0.67,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.81,0.97,N
49.54782,35.4685,298.52,0.4,0.44,2023-08-14,2314,N,VIIRS,n,2.0NRT,287.62,0.24,N
49.03722,38.18579,298.34,0.47,0.4,2023-08-14,2314,N,VIIRS,n,2.0NRT,288.08,0.66,N
49.1793,33.45621,299.75,0.49,0.48,2023-08-14,2314,N,VIIRS,n,2.0NRT,289.7,1.16,N
48.48014,38.77196,307.66,0.45,0.39,2023-08-14,2314,N,VIIRS,n,2.0NRT,290.99,1.11,N
48.46666,38.76217,312.31,0.45,0.39,2023-08-14,2314,N,VIIRS,n,2.0NRT,291.35,1.52,N
47.26967,30.04359,298.45,0.33,0.55,2023-08-15,0054,N,VIIRS,n,2.0NRT,286.73,0.57,N
47.87669,35.15628,367,0.51,0.66,2023-08-15,0054,N,VIIRS,h,2.0NRT,290.31,9.48,N
47.87623,35.15753,367,0.51,0.66,2023-08-15,0054,N,VIIRS,h,2.0NRT,290.64,5.1,N
47.8686,35.15961,312.55,0.51,0.66,2023-08-15,0054,N,VIIRS,n,2.0NRT,290.68,5.1,N
47.95559,30.7747,298.72,0.34,0.56,2023-08-15,0054,N,VIIRS,n,2.0NRT,285.55,0.46,N
47.95405,30.7748,299.32,0.34,0.56,2023-08-15,0054,N,VIIRS,n,2.0NRT,285.7,0.36,N
46.70979,34.3903,299.45,0.52,0.67,2023-08-15,0054,N,VIIRS,n,2.0NRT,288.76,0.7,N
48.74849,26.60613,313.8,0.43,0.46,2023-08-15,0054,N,VIIRS,n,2.0NRT,291.29,2.12,N
47.05207,32.53493,315.03,0.42,0.61,2023-08-15,0054,N,VIIRS,n,2.0NRT,287.34,1.15,N
48.97633,24.70991,310.8,0.54,0.42,2023-08-15,0054,N,VIIRS,n,2.0NRT,290.16,2.39,N
48.47181,34.63149,300.15,0.47,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,289.64,1.17,N
46.10841,33.44728,301.34,0.5,0.66,2023-08-15,0054,N,VIIRS,n,2.0NRT,289.01,0.66,N
48.13813,24.73124,297.56,0.56,0.43,2023-08-15,0054,N,VIIRS,n,2.0NRT,284.69,0.96,N
46.28152,29.90196,301.2,0.34,0.56,2023-08-15,0054,N,VIIRS,n,2.0NRT,287.99,0.58,N
46.27663,29.89915,300.68,0.34,0.56,2023-08-15,0054,N,VIIRS,n,2.0NRT,288.13,0.58,N
48.45995,38.77,303.06,0.68,0.74,2023-08-15,0054,N,VIIRS,n,2.0NRT,287.01,2.37,N
48.52467,34.62915,300.16,0.46,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,289.01,1.07,N
48.5193,34.6252,299.54,0.46,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,288.88,0.48,N
48.51738,34.63108,298.96,0.46,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,288.23,0.48,N
47.74522,36.81864,297.58,0.6,0.71,2023-08-15,0054,N,VIIRS,n,2.0NRT,286.28,0.78,N
48.51997,34.62667,307.33,0.46,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,289.2,1.61,N
48.51807,34.63258,300.88,0.46,0.64,2023-08-15,0054,N,VIIRS,n,2.0NRT,288.15,0.68,N
44.77239,33.85953,301.37,0.57,0.69,2023-08-15,0056,N,VIIRS,n,2.0NRT,289.25,1.13,N
47.75966,38.6181,352.72,0.55,0.68,2023-08-15,0900,N,VIIRS,n,2.0NRT,297.11,5.36,D
47.75383,38.62206,334.76,0.55,0.68,2023-08-15,0900,N,VIIRS,n,2.0NRT,298.29,5.36,D
47.7516,38.61557,331.12,0.55,0.68,2023-08-15,0900,N,VIIRS,n,2.0NRT,296.4,5.36,D
47.75734,38.61133,339.07,0.55,0.68,2023-08-15,0900,N,VIIRS,n,2.0NRT,296.35,5.36,D
48.80293,36.78335,327.05,0.6,0.7,2023-08-15,0900,N,VIIRS,n,2.0NRT,293.3,3.13,D
48.96724,38.08677,328.45,0.52,0.67,2023-08-15,0900,N,VIIRS,n,2.0NRT,295.18,3.42,D
48.47009,36.7091,329.75,0.62,0.71,2023-08-15,0900,N,VIIRS,n,2.0NRT,295.96,4.08,D
48.04939,36.91093,367,0.63,0.72,2023-08-15,0900,N,VIIRS,h,2.0NRT,298.09,15.69,D
47.78415,36.51149,328.48,0.66,0.73,2023-08-15,0900,N,VIIRS,n,2.0NRT,297.06,4.15,D
47.3434,35.4445,351.53,0.76,0.77,2023-08-15,0900,N,VIIRS,n,2.0NRT,295.63,12.3,D
47.34086,35.44568,349.58,0.76,0.77,2023-08-15,0900,N,VIIRS,n,2.0NRT,295.57,11.68,D
48.46121,38.77531,330.37,0.51,0.66,2023-08-15,0900,N,VIIRS,n,2.0NRT,297.17,3.06,D
47.6046,37.53558,339.02,0.61,0.71,2023-08-15,0900,N,VIIRS,n,2.0NRT,296.05,4.05,D
46.99303,36.16198,345.55,0.73,0.76,2023-08-15,0900,N,VIIRS,n,2.0NRT,297.41,5.1,D
46.99445,36.15993,341.79,0.73,0.76,2023-08-15,0900,N,VIIRS,n,2.0NRT,296.72,10.17,D
47.22497,37.78651,336.81,0.62,0.71,2023-08-15,0900,N,VIIRS,n,2.0NRT,298.52,5.02,D
47.37597,38.13428,331.72,0.59,0.7,2023-08-15,0900,N,VIIRS,n,2.0NRT,295.61,3.13,D
47.22398,37.79081,344.34,0.62,0.71,2023-08-15,0900,N,VIIRS,n,2.0NRT,298.47,8.51,D
47.37654,38.137,346.58,0.59,0.7,2023-08-15,0900,N,VIIRS,n,2.0NRT,296.87,6.71,D
47.7553,38.61447,367,0.55,0.68,2023-08-15,0900,N,VIIRS,h,2.0NRT,298.17,12.64,D
47.75758,38.6212,356.29,0.55,0.68,2023-08-15,0900,N,VIIRS,n,2.0NRT,298.82,17.57,D
49.70272,37.69761,329.47,0.51,0.66,2023-08-15,0902,N,VIIRS,n,2.0NRT,294.12,3.22,D
49.70286,37.69896,328.12,0.51,0.66,2023-08-15,0902,N,VIIRS,n,2.0NRT,294.15,2.85,D
50.09803,34.27155,327.1,0.67,0.73,2023-08-15,0902,N,VIIRS,n,2.0NRT,291.18,4.66,D
47.40485,37.69225,332.59,0.51,0.41,2023-08-15,1041,N,VIIRS,l,2.0NRT,304.65,1.41,D
47.18733,35.65158,336.93,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.85,5.07,D
47.29081,36.5004,348.73,0.46,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.15,4.98,D
47.29011,36.49432,344.88,0.46,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.75,4.98,D
47.19083,35.6507,348.41,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.53,5.07,D
46.98476,33.93937,332.61,0.4,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.47,2.37,D
47.47928,37.90829,335.44,0.52,0.41,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.81,2.69,D
47.32446,36.43547,339.32,0.46,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,313.88,44.73,D
47.05907,34.26094,336.59,0.4,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.05,2.59,D
47.32806,36.43456,342.24,0.46,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.94,8.48,D
47.4894,37.89215,333.05,0.52,0.41,2023-08-15,1041,N,VIIRS,n,2.0NRT,303,3.31,D
47.23623,35.43221,334.25,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.47,2.29,D
47.11683,34.48717,344.66,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.28,4.1,D
47.12022,34.48622,340.63,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.75,2.04,D
46.81194,32.29886,338.2,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.64,2.25,D
47.125,34.49598,338.82,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.79,2.46,D
47.1243,34.49062,337.81,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.32,2.46,D
47.30611,35.9245,343.09,0.44,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.09,6.1,D
47.30473,35.91279,336.5,0.44,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.64,3.13,D
47.09314,34.20195,343.92,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.31,8.51,D
47.54847,38.09313,336.27,0.53,0.42,2023-08-15,1041,N,VIIRS,n,2.0NRT,303.91,7.02,D
47.45692,37.02613,339.18,0.48,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.09,4.86,D
47.43805,36.85407,345.39,0.48,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.87,8.08,D
47.16297,34.49091,345.04,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.07,3.05,D
47.16636,34.48997,331.58,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.12,3.05,D
47.16578,34.49296,331.87,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.85,1.66,D
46.86905,32.3665,342.99,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,312.04,3.22,D
47.17886,34.56726,337.72,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,309.1,2.68,D
47.1399,34.24069,367,0.4,0.37,2023-08-15,1041,N,VIIRS,h,2.0NRT,312.97,9.16,D
47.1406,34.24599,339.27,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.69,9.38,D
47.13921,34.23539,333.63,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.16,9.16,D
47.14397,34.24503,347.86,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.24,9.38,D
47.14327,34.23973,356.03,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.89,9.16,D
47.14257,34.23444,336.22,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.17,9.16,D
47.35502,35.89182,330.59,0.44,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,303.45,1.03,D
47.28551,35.19023,338.52,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.54,7.56,D
47.30071,35.16887,348.88,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.14,9.05,D
47.30002,35.16328,336.58,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.43,5.31,D
47.66166,38.45131,339.6,0.55,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.28,9.97,D
47.67551,38.47087,333.07,0.55,0.43,2023-08-15,1041,N,VIIRS,l,2.0NRT,304.38,1.08,D
47.31173,35.11409,350.14,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.31,5.8,D
47.60392,37.66133,331.87,0.51,0.41,2023-08-15,1041,N,VIIRS,l,2.0NRT,303.08,3.66,D
47.26706,34.70532,339.82,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.11,3.34,D
46.62252,30.34918,342.28,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.21,3.96,D
46.62166,30.34409,335.6,0.4,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,309.23,1.02,D
47.34288,35.19228,345.1,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.75,9.25,D
47.35049,35.19604,338.79,0.42,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,310.37,20.81,D
47.3498,35.19044,342.34,0.42,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,313.98,20.81,D
47.35395,35.19511,349.39,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,312.59,9.77,D
47.29562,34.68049,341.99,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,307,4.47,D
47.39725,35.45801,339.53,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.76,5.96,D
47.36362,35.18675,331.1,0.42,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,304.95,2.07,D
47.39703,35.45616,349.52,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,303.38,7.14,D
47.36424,35.18457,337.18,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.41,3.07,D
47.38763,35.28873,346.97,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.67,5.27,D
47.38695,35.28308,335.7,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.45,1.75,D
47.74672,38.60785,344.15,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.26,37.18,D
47.75206,38.62228,333.91,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.57,6.18,D
47.75138,38.61469,333.29,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.58,6.18,D
47.75069,38.60715,339.49,0.56,0.43,2023-08-15,1041,N,VIIRS,l,2.0NRT,313.35,37.18,D
47.57285,36.81305,331.76,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.37,4.87,D
47.75602,38.62152,347,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.19,6.92,D
47.75465,38.6064,340.98,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.96,7.87,D
47.75998,38.62065,336.12,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.68,6.92,D
47.75928,38.61309,336.21,0.56,0.43,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.9,6.92,D
47.13319,33.09754,342.87,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.68,9.63,D
47.68125,37.48341,334.41,0.5,0.41,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.07,6.76,D
47.22158,33.65406,334.7,0.39,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.19,2.25,D
47.70692,37.47099,336.05,0.5,0.41,2023-08-15,1041,N,VIIRS,n,2.0NRT,303.61,5.48,D
47.51831,35.51084,345.32,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.34,6.81,D
47.14585,32.62502,342.15,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.04,8.04,D
46.92869,31.19137,367,0.39,0.36,2023-08-15,1041,N,VIIRS,h,2.0NRT,335.44,73.43,D
46.92788,31.18636,367,0.39,0.36,2023-08-15,1041,N,VIIRS,h,2.0NRT,330.27,73.43,D
46.9295,31.19639,351.56,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,318.89,39.56,D
47.56761,35.6831,352.13,0.44,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.12,10.53,D
47.78124,37.60593,332.63,0.51,0.41,2023-08-15,1041,N,VIIRS,n,2.0NRT,301.71,6.86,D
47.78055,37.59904,346.66,0.51,0.41,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.42,11.31,D
47.56904,35.66453,330.44,0.44,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,302.88,3.36,D
47.53811,35.37571,332.25,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.41,2.3,D
46.97558,31.35488,336.06,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.64,1.67,D
47.54158,35.37475,336.36,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.03,3.36,D
47.54089,35.36905,336.6,0.43,0.38,2023-08-15,1041,N,VIIRS,l,2.0NRT,307.52,3.36,D
47.63177,35.98255,340.31,0.45,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.8,6.14,D
47.83931,37.38552,335.02,0.5,0.41,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.39,2.54,D
47.29053,32.65696,338.55,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,309.13,2.87,D
47.28047,32.56487,344.39,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.01,4.34,D
47.27972,32.55981,334.58,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.93,4.34,D
47.28375,32.56382,339.42,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.32,4.34,D
47.28301,32.55877,336.33,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.82,4.34,D
47.28704,32.56278,336.08,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,307.7,4.53,D
47.28629,32.55772,337.27,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,309.98,4.53,D
47.27885,32.50721,331.06,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.49,1.18,D
47.28958,32.55668,336.17,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,307.12,4.53,D
47.90499,37.0981,347.89,0.49,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.03,12.21,D
47.9015,37.09752,340.75,0.49,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,303.71,6.53,D
47.90522,37.09668,346.93,0.49,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,302.55,7.71,D
47.85334,36.16673,339.68,0.46,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.39,2.56,D
47.92791,36.73885,334.86,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.22,5.11,D
47.94258,36.73542,347.21,0.48,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.74,4.91,D
47.94625,36.73458,330.55,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,304.87,4.91,D
47.35514,31.79538,349.73,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.99,6,D
47.35842,31.79429,354.79,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,312.16,6,D
47.35764,31.78926,346.51,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.34,6,D
47.1137,30.23598,344.7,0.39,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,315.66,28.77,D
47.117,30.2348,340.01,0.39,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.36,6.33,D
48.03939,36.91648,332.43,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.49,3.35,D
48.0387,36.90996,337.15,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,307.34,3.35,D
48.04309,36.91563,331.09,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.85,3.35,D
48.04679,36.9148,334.06,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.31,5.69,D
48.05349,36.9066,336.07,0.48,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.74,7.11,D
48.21219,38.24625,337.17,0.55,0.42,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.87,5.8,D
47.87473,35.15699,333.91,0.43,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.13,3.25,D
47.81069,34.38173,334.29,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,304.98,10.31,D
47.73044,33.76927,333.42,0.4,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.9,2.55,D
48.13529,37.10167,332.9,0.49,0.41,2023-08-15,1041,N,VIIRS,l,2.0NRT,303.89,2.91,D
48.13461,37.09503,333.13,0.49,0.4,2023-08-15,1041,N,VIIRS,n,2.0NRT,301.23,2.91,D
48.15107,36.8887,335.5,0.48,0.4,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.91,4.82,D
47.71809,33.02734,342.41,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.94,2.26,D
47.81355,33.10324,355.09,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.32,5.52,D
47.81759,33.1074,356.19,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.02,15.08,D
47.81686,33.10221,338.4,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.66,5.52,D
48.12601,35.45008,355.59,0.44,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,312.75,16.63,D
47.8667,33.43514,335.99,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.03,3.29,D
47.8209,33.10637,336.78,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,304.32,2.64,D
48.48033,38.79023,330.25,0.38,0.44,2023-08-15,1041,N,VIIRS,l,2.0NRT,305.12,2.46,D
48.12952,35.44916,341.35,0.44,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.06,16.63,D
48.49432,38.809,349.79,0.39,0.44,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.17,6.79,D
48.49394,38.80748,342.47,0.39,0.44,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.28,9.26,D
47.57856,31.26099,333.49,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.41,1.07,D
48.31968,36.32582,338.27,0.47,0.39,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.99,4.78,D
47.50626,30.04456,335.14,0.39,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,305.8,2.11,D
47.50956,30.04338,335.16,0.39,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,306.54,6.15,D
47.51286,30.04218,349.66,0.39,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,312.35,6.15,D
47.64,30.7876,338.01,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,309.55,5.91,D
47.64328,30.78644,335.35,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,308.01,5.91,D
47.60217,30.45057,335.19,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,308.37,5.3,D
47.54948,29.49447,347.11,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.81,7.68,D
47.58004,29.65033,340.21,0.4,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.04,4.21,D
47.56462,29.21601,339.44,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,311.25,19.31,D
47.56367,29.21069,333.09,0.41,0.37,2023-08-15,1041,N,VIIRS,l,2.0NRT,307.88,8.56,D
47.58733,29.26381,338.86,0.41,0.37,2023-08-15,1041,N,VIIRS,n,2.0NRT,310.48,3.38,D
47.96423,31.21034,345.65,0.38,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,309.49,3.76,D
48.47165,34.63359,338.94,0.42,0.38,2023-08-15,1041,N,VIIRS,n,2.0NRT,307.52,5.5,D
47.83464,30.23566,344.07,0.39,0.36,2023-08-15,1041,N,VIIRS,n,2.0NRT,311.28,9.33,D
47.83378,30.23051,347.03,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,321.59,19.88,D
47.83293,30.22536,335.03,0.39,0.36,2023-08-15,1041,N,VIIRS,l,2.0NRT,306.94,19.88,D
